"통계분류","항목","단위","2016 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"40대","운동경기장","","2.2","2.3","1.8","1","1.1",".6",
"40대","당구장","","1.2","1","1.6","1.4",".3",".7",
"40대","노래방","",".5",".6",".2",".4",".1",".4",
"40대","학원","",".4",".5",".2",".2",".4",".2",
"40대","사설문화센터","",".8",".7",".2",".6",".1",".4",
"40대","기타실외체육시설","","","0",".3",".7",".9",".6",
"40대","낚시터","","1.4","1.2","1.1",".9","1.2",".6",
"40대","역사/문화유적지","","1.3",".7","1.1","1.7","1.2",".5",
"40대","삼림욕장","",".4",".5",".3",".4",".5",".8",
"40대","유원지","","2",".6",".6","1.5",".6",".4",
"40대","기타 실외공간","","1",".8","1.1","2.3","1.9",".3",
"40대","박물관","",".7",".1",".6",".7",".2",".3",
"40대","전시관","",".3","0",".3",".3",".1",".3",
"40대","테마파크","","1.7",".5",".6",".7",".3",".5",
"40대","사회복지관","",".2",".4",".4",".1","",".2",
"40대","해수욕장","",".5",".2",".6",".5",".5",".3",
"40대","미술관","",".1","0",".1",".1",".3",".1",
"40대","문예회관","","0",".6",".1",".2",".2",".5",
"40대","리조트","",".5",".1",".6",".1",".5",".1",
"40대","복합 체육관","","1.3","2.7",".8",".5",".6",".1",
"40대","오락장","",".1",".1",".2","",".3",".1",
"40대","복합문화거리","",".1","0",".2","",".2","",
"40대","문화의 집","",".3",".1","0","","",".1",
"40대","평생 학습관","",".4",".3",".5",".2","","",
"40대","클럽","","0","0","0","0","",".1",
"40대","식물원","","0","0",".3",".1","0","",
"40대","기념관","","0","0",".2","","0",".2",
"40대","여성회관","",".4",".2",".6",".1",".1",".1",
"40대","만화방","","0","0","",".2",".1","",
"40대","농어촌 복합 체육시설","",".2","0",".1",".1","","",
"40대","동물원","",".1","0","0","","",".1",
"40대","청소년수련관","",".4",".2",".2",".1","",".1",
"40대","지방문화원","","0","0","","0","",".1",
"40대","수족관","",".2","0","","0",".1","",
"40대","경마/경정/경륜장","",".1","0","","","","",
"40대","농산어촌체험장","","0","0","","",".1","",
"40대","스키장","","0","0","","0","","",
"40대","빙상경기장","","0","0","","0","","",
"40대","커피숍","","4","5.5","","","","",
"50대","표본수","","1956","2007","1877","1858","1900","1831",
"50대","아파트 내 (집주변) 공터","","9.9","7.1","11.6","12.3","20.9","13.9",
"50대","카페","","","0","3.3","4.2","5.1","9.6",
"50대","식당","","11.8","13.9","9.3","14.6","9.8","12.9",
"50대","생활권 공원","","8.7","8.1","5.8","9.8","11.3","5.9",
"50대","대형마트","","6.1","5.2","6.3","6.8","6.5","7.5",
"50대","영화관","","2.4","4.8","7.1","1.8","1.2","3.3",
"50대","헬스클럽","","3.8","4.6","3.4","3.8","2.3","3.1",
"50대","재래시장","","3.2","3.5","3.9","4.6","5.1","3.3",
"50대","쇼핑몰","","2","1.9","1.9","2.2","2.2","2.3",
"50대","산","","8.2","6.4","6.2","5.1","6.2","4",
"50대","기타 실내공간","","3","2.2",".2","1.9","2.1","2.2",
"50대","마을회관","","1","1",".6",".1",".1",".5",
"50대","목욕탕","","4","3.5","3.9","2.9","1.6","3.5",
"50대","종교시설","","3.5","4","5.5","2.7","2.1","1.6",
"50대","도서관","",".2",".3",".4",".1",".9",".4",
"50대","학교시설","",".4",".2",".1",".1","","",
"50대","PC방","",".2",".1","",".2","0","",
"50대","미용관리실","",".6",".6","1.2","1.3",".7","1.6",
"50대","캠핑장","",".6",".8",".1",".2",".3",".3",
"50대","기타실내체육시설","","","0","1.7","1.2","1.3","1.3",
"50대","골프장","","1.3","1.2","1.1","1","1.5","1.7",
"50대","주민자치센터","","2.3","1.8","1.5",".7",".4","1",
"50대","주제공원","",".8",".9",".8","1.2","1.6","1.3",
"50대","노인복지회관","",".4","0","0",".1","",".2",
"50대","수영장","","1.5","2.3","1.4","1.4","1.1",".9",
"50대","대형서점","",".1",".1",".4",".1",".4",".9",
"50대","학교운동장","",".8","1.2",".8",".9","1",".6",
"50대","국민체육센터","","2.2","3.5","1.6","2.2",".6",".8",
"50대","찜질방","","1.1",".9","1.8","1.1",".3","1",
"50대","생활문화센터","",".5",".8","1.1",".3",".1","1.1",
"50대","공연장","",".4","1.2",".3",".2",".1","1",
"50대","골프연습장","","2.2","1.8",".8","1.5","2.1","1.4",
"50대","운동경기장","","1.7","1.7","1","1.4",".9",".7",
"50대","당구장","","1","1.4","1.5",".9",".4","1",
"50대","노래방","",".5",".5",".3",".4",".1",".1",
"50대","학원","",".1",".4",".3",".2",".4",".1",
"50대","사설문화센터","",".5",".3",".6",".2",".3",".6",
"50대","기타실외체육시설","","","0",".5",".6",".7",".6",
"50대","낚시터","","1.5","2.1","1.6","1.1",".6",".9",
"50대","역사/문화유적지","",".9",".5","1.4","1.4",".9",".6",
"50대","삼림욕장","",".9",".1",".5",".5",".9",".6",
"50대","유원지","","1.1",".4",".5","1.2",".9",".7",
"50대","기타 실외공간","","1.6",".8","2","2.3","2.4",".7",
"50대","박물관","",".4",".4",".9",".3",".4",".3",
"50대","전시관","",".1","0","0",".1",".2",".2",
"50대","테마파크","","1.2",".2",".1",".1",".1",".2",
"50대","사회복지관","",".3",".3","1.1",".2",".3",".3",
"50대","해수욕장","",".2",".2",".6",".3",".1",".3",
"50대","미술관","",".1",".1","",".2",".3",".4",
"50대","문예회관","",".2",".1",".6",".2",".1",".4",
"50대","리조트","","0",".1","0","",".1",".4",
"50대","복합 체육관","",".9",".8",".3",".4",".2",".3",
"50대","오락장","","0","0",".5","0","","",
"50대","복합문화거리","","0",".3","0",".1",".1","",
"50대","문화의 집","",".2",".1",".1","",".1",".1",
"50대","평생 학습관","",".4",".4",".8",".3",".1",".2",
"50대","클럽","",".1",".1",".1","","","",
"50대","식물원","","0","0","0",".1",".1",".1",
"50대","기념관","","0",".1",".2","",".1",".1",
"50대","여성회관","",".6",".4",".3",".1","0",".3",
"50대","만화방","","0","0","",".1","","",
"50대","농어촌 복합 체육시설","",".1",".1",".1","","0",".1",
"50대","동물원","",".1","0","","","0","",
"50대","청소년수련관","","0",".5",".1","0","0","",
"50대","지방문화원","","0",".1","","0","","",
"50대","수족관","","0",".1","0",".2","",".1",
"50대","경마/경정/경륜장","",".1","0",".1","","",".2",
"50대","농산어촌체험장","",".5","0",".1",".1","","",
"50대","스키장","","0","0","","","","",
"50대","빙상경기장","","0",".1","","","","",
"50대","커피숍","","1.7","3.4","","","","",
"60대","표본수","","1336","1422","1324","1377","1477","1707",
"60대","아파트 내 (집주변) 공터","","14.6","8.2","14.6","19.4","22.6","17.8",
"60대","카페","","","0",".9","1.6","2.2","3.7",
"60대","식당","","7.2","11.2","7.7","10.6","9.1","9.7",
"60대","생활권 공원","","8.9","11.6","6.9","12.5","13","8.6",
"60대","대형마트","","4.2","3.7","5.5","4.3","6.2","7.3",
"60대","영화관","","1","2.6","2.8",".8",".4","2.4",
"60대","헬스클럽","","3.3","3.1","2.8","3.2","1.7","1.9",
"60대","재래시장","","4","4.8","5.3","5.3","8.5","6.3",
"60대","쇼핑몰","","1",".9","1.4",".9","1.5","1.5",
"60대","산","","7.7","7.3","4.6","5.5","7.9","4.5",
"60대","기타 실내공간","","2.3","2.1",".6","2.2","2.6","1.9",
"60대","마을회관","","3.8","3.7","4.8","2.4","1.1","2.8",
"60대","목욕탕","","5.7","3.5","6.8","4.4","1.6","2.7",
"60대","종교시설","","4.9","5.6","6.3","4.9","2","3.3",
"60대","도서관","",".4",".1",".5",".1","",".4",
"60대","학교시설","","0","0",".2","","",".3",
"60대","PC방","",".1","0","","","",".3",
"60대","미용관리실","",".4","1.1","1",".6",".2","1.3",
"60대","캠핑장","","",".1",".1",".1","0",".3",
"60대","기타실내체육시설","","","0","1",".6",".7",".9",
"60대","골프장","","0",".4",".6",".7",".6","1",
"60대","주민자치센터","","3.4","3.1","3.2","1.6",".6","2",
"60대","주제공원","","1.5",".7","1.3","1.4","2.1","1.1",
"60대","노인복지회관","","2.8","3.1","1",".7",".3","1",
"60대","수영장","","2.9","3","1","1.3",".4","1.1",
"60대","대형서점","","0",".1",".3",".1",".3",".4",
"60대","학교운동장","","1.3","2.1",".4",".3",".5","1.1",
"60대","국민체육센터","","1.8","2.3","1.7","1.2",".8","1.4",
"60대","찜질방","",".8","1.3","2",".7",".9","1.9",
"60대","생활문화센터","",".7","1.5",".8",".3",".1",".8",
"60대","공연장","",".9",".3",".3","",".5",".4",
"60대","골프연습장","",".9",".4",".3",".8",".6",".8",
"60대","운동경기장","",".6",".9",".8",".5",".7",".3",
"60대","당구장","",".1",".7",".3",".3",".3",".8",
"60대","노래방","",".5",".6",".3",".2",".4",".2",
"60대","학원","",".1",".3",".1",".1",".2",".2",
"60대","사설문화센터","",".4",".2",".2",".3",".1",".7",
"60대","기타실외체육시설","","","0",".5",".8","1.5",".8",
"60대","낚시터","",".9","1.5","1.8",".9","1.1",".9",
"60대","역사/문화유적지","",".6",".7",".9","1.4",".6",".6",
"60대","삼림욕장","",".7",".2",".4",".6",".6",".5",
"60대","유원지","","1.2",".5","1.2","1.4",".4",".3",
"60대","기타 실외공간","","1.9","1.1","1.9","2.3","2.5",".3",
"60대","박물관","",".2",".4",".2",".2",".5",".1",
"60대","전시관","",".6",".2",".1","","",".7",
"60대","테마파크","",".2",".1",".4","0","",".1",
"60대","사회복지관","",".6",".8","1",".7",".6",".8",
"60대","해수욕장","",".2","0",".3",".3",".1",".3",
"60대","미술관","","0","0",".3","",".1",".2",
"60대","문예회관","",".1",".3",".4",".4",".3",".1",
"60대","리조트","","0","0",".3","",".2",".1",
"60대","복합 체육관","",".3","1.3",".1",".1",".2",".1",
"60대","오락장","",".3","0","0","","",".1",
"60대","복합문화거리","",".1",".1","","",".1",".1",
"60대","문화의 집","",".3","0","","","","",
"60대","평생 학습관","",".3",".1",".3",".1","0",".3",
"60대","클럽","",".4",".2","","0","",".2",
"60대","식물원","",".1","0","",".1",".1",".1",
"60대","기념관","",".3","0","","0","",".1",
"60대","여성회관","",".9",".3","1",".1",".1",".2",
"60대","만화방","","0","0","","","","",
"60대","농어촌 복합 체육시설","",".1",".2",".1",".1","0","",
"60대","동물원","","0","0",".1",".2","",".1",
"60대","청소년수련관","",".2",".1",".2",".1","0","",
"60대","지방문화원","",".1","0","","","0","",
"60대","수족관","",".1","0","","","","",
"60대","경마/경정/경륜장","","0","0","","","","",
"60대","농산어촌체험장","","0","0",".1",".1","0","",
"60대","스키장","","0","0","","","","",
"60대","빙상경기장","","0","0","","","","",
"60대","커피숍","",".9","1","","","","",
"70세이상","표본수","","1309","1357","1202","1166","1298","1500",
"70세이상","아파트 내 (집주변) 공터","","15","11.6","19.4","24","31.1","22.9",
"70세이상","카페","","","0",".6",".9","1.3","2.1",
"70세이상","식당","","3.4","7.7","2.5","7","6","5.8",
"70세이상","생활권 공원","","11.6","13.7","7.7","11.7","14.8","9",
"70세이상","대형마트","","2.4","1.9","3.5","1.6","2.1","3.4",
"70세이상","영화관","",".2","2.3","1.6",".3",".4",".9",
"70세이상","헬스클럽","","1",".4","1.3",".5",".7",".6",
"70세이상","재래시장","","5.9","9.2","5.7","6.1","9.1","7.5",
"70세이상","쇼핑몰","",".6",".4",".1",".6",".2",".6",
"70세이상","산","","2.9","2.5","2.4","2.7","2.6","1.4",
"70세이상","기타 실내공간","","2.5","1.9",".9","2.9","3.6","2.2",
"70세이상","마을회관","","16.1","9.5","17.2","10.4","5.4","11.2",
"70세이상","목욕탕","","3.9","3.3","3.6","3.9","2.1","3.6",
"70세이상","종교시설","","5.7","7.2","5.6","6.8","3.6","4.5",
"70세이상","도서관","","0","0","",".1",".1",".1",
"70세이상","학교시설","",".1",".3","",".2","",".1",
"70세이상","PC방","","0","0","0","",".2","",
"70세이상","미용관리실","",".7",".3",".2",".5",".6",".9",
"70세이상","캠핑장","","",".2","",".2",".1","",
"70세이상","기타실내체육시설","","","0",".9",".5",".7",".5",
"70세이상","골프장","",".1","0",".1",".3",".4",".4",
"70세이상","주민자치센터","","1.8","2.4","4.3","1","1","2.8",
"70세이상","주제공원","","1.5",".8",".7","1.6","1.7",".8",
"70세이상","노인복지회관","","8.3","12.6","7.7","4.7","3.8","6.1",
"70세이상","수영장","",".4",".8","1.2","1",".3","1.2",
"70세이상","대형서점","","0","0",".4","","",".1",
"70세이상","학교운동장","",".7",".6",".3",".4",".5",".6",
"70세이상","국민체육센터","","1","1.4","1.2","1",".2",".8",
"70세이상","찜질방","","1.3","1.2","1.4",".1",".3","1.4",
"70세이상","생활문화센터","","1.4","1.3",".6",".3","",".6",
"70세이상","공연장","",".4",".1",".1",".1",".1",".5",
"70세이상","골프연습장","",".4",".1",".2",".3","0",".2",
"70세이상","운동경기장","",".3",".1",".1",".5",".4","",
"70세이상","당구장","","0",".1",".1",".1",".1",".1",
"70세이상","노래방","","0",".5","0",".3","",".1",
"70세이상","학원","",".1","0",".1",".1",".1","",
"70세이상","사설문화센터","",".7","0",".3","",".2",".6",
"70세이상","기타실외체육시설","","","0",".2","1.2",".8",".3",
"70세이상","낚시터","",".5","1.3",".6",".2",".2",".3",
"70세이상","역사/문화유적지","","1.4",".2",".3",".8",".5",".6",
"70세이상","삼림욕장","",".3",".1",".3",".4","0",".5",
"70세이상","유원지","",".9",".5",".1",".6",".4",".1",
"70세이상","기타 실외공간","","2.2",".6","2.5","2.3","2.4",".9",
"70세이상","박물관","",".1","0",".4",".1","0",".5",
"70세이상","전시관","",".2","0","0","","","",
"70세이상","테마파크","",".3",".1","",".1",".2",".1",
"70세이상","사회복지관","",".7","1.3","1.2",".4",".5","1.1",
"70세이상","해수욕장","","0","0","",".1","","",
"70세이상","미술관","","0","0","",".1","",".4",
"70세이상","문예회관","","0","0",".3","",".2",".2",
"70세이상","리조트","",".1","0",".1","","","",
"70세이상","복합 체육관","",".1",".3","","",".1","",
"70세이상","오락장","","0","0",".2",".1","","",
"70세이상","복합문화거리","",".8","0","","",".2","",
"70세이상","문화의 집","","0","0",".2","","","",
"70세이상","평생 학습관","",".3",".2",".4",".1",".2",".4",
"70세이상","클럽","","0","0","",".1","","",
"70세이상","식물원","","0","0","","",".1",".1",
"70세이상","기념관","",".6",".1",".3","",".2",".2",
"70세이상","여성회관","",".2",".2",".7","","",".1",
"70세이상","만화방","","0","0","","","",".1",
"70세이상","농어촌 복합 체육시설","","0","0",".1",".1","","",
"70세이상","동물원","",".1","0","","","",".1",
"70세이상","청소년수련관","",".4","0","",".1","","",
"70세이상","지방문화원","","0","0","",".1","",".2",
"70세이상","수족관","","0","0","",".1",".1","",
"70세이상","경마/경정/경륜장","","0","0","","","","",
"70세이상","농산어촌체험장","","0",".2","",".1","","",
"70세이상","스키장","","0","0","","",".1","",
"70세이상","빙상경기장","","0","0","","","","",
"70세이상","커피숍","",".3",".3","","","","",
"초졸 이하","표본수","","1248","923","1151","1101","1139","1146",
"초졸 이하","아파트 내 (집주변) 공터","","15.2","13.2","17","24.3","31.7","20.7",
"초졸 이하","카페","","","0","1.3","1.1","1.6","1.7",
"초졸 이하","식당","","5.1","6.2","3","5.5","5.5","5.9",
"초졸 이하","생활권 공원","","8.2","9.7","6.8","10.2","11.1","6.8",
"초졸 이하","대형마트","","2.4","1.9","1.8","1.7","2.3","2.8",
"초졸 이하","영화관","","1","1.6","3.3",".7",".4","1.2",
"초졸 이하","헬스클럽","",".6",".6",".1",".7",".1",".2",
"초졸 이하","재래시장","","5.3","8.5","6.6","6.5","10.5","7.5",
"초졸 이하","쇼핑몰","",".3",".3",".9",".6",".4",".3",
"초졸 이하","산","","1.7","1.2","1.6","1.9","1.1","1",
"초졸 이하","기타 실내공간","","2.8","3.3",".8","3.6","4.2","3.2",
"초졸 이하","마을회관","","16.8","13.2","20.9","11.1","6.8","15.7",
"초졸 이하","목욕탕","","4.9","3.2","3.2","4.2","1.6","2",
"초졸 이하","종교시설","","4.9","4.2","5.7","5.1","3.1","4.1",
"초졸 이하","도서관","",".9",".3",".2",".2",".3",".1",
"초졸 이하","학교시설","","2.6",".8","1.8","1.2",".4","2.7",
"초졸 이하","PC방","","1.3","1.9","1.9","1.2","1.1",".6",
"초졸 이하","미용관리실","",".8",".5",".2",".5",".8",".9",
"초졸 이하","캠핑장","","","0","",".2",".1",".1",
"초졸 이하","기타실내체육시설","","","0",".9",".5",".6",".3",
"초졸 이하","골프장","","0","0",".1",".1",".2","",
"초졸 이하","주민자치센터","","1.5","2.7","2.2","1.2",".9","3.4",
"초졸 이하","주제공원","",".1",".5",".5",".8",".7",".8",
"초졸 이하","노인복지회관","","5.4","9.7","4","3.4","2.9","5.9",
"초졸 이하","수영장","",".2",".4","1",".7",".1",".9",
"초졸 이하","대형서점","","0",".1",".1","","",".3",
"초졸 이하","학교운동장","","2.7","3.6","1.5","1.4","2","2.4",
"초졸 이하","국민체육센터","","1",".4",".7","1",".1",".4",
"초졸 이하","찜질방","",".3",".7",".9",".4",".1",".7",
"초졸 이하","생활문화센터","",".6","1.3",".2",".1","",".5",
"초졸 이하","공연장","","",".2","",".2",".1",".6",
"초졸 이하","골프연습장","",".1","0","",".1",".2","",
"초졸 이하","운동경기장","","1.5","1.1",".5",".8","1.2",".4",
"초졸 이하","당구장","","0",".2",".1","0","",".2",
"초졸 이하","노래방","",".6","1.2","1.1",".5",".1",".2",
"초졸 이하","학원","","1.3",".5",".7","1.2",".4",".5",
"초졸 이하","사설문화센터","",".2",".2",".4",".1",".2",".2",
"초졸 이하","기타실외체육시설","","","0",".1","1.1",".6",".6",
